arm,ref_lookback,min_ext,max_ext,volume_mult,horizon,look_id,total_entries,trades_per_up_week,n,mean,se,eligible
L,192,0.005,0.06,3.0,48h,L|192-0.005-0.06-3.0|48h,1622,41.61514966401955,1622,0.012041169111670573,0.006870599345655815,True
L,192,0.005,0.06,3.0,96h,L|192-0.005-0.06-3.0|96h,1369,35.12400733048259,1366,0.01163437349030641,0.010977228625383723,True
L,192,0.01,0.03,1.5,24h,L|192-0.01-0.03-1.5|24h,1332,34.17470983506414,1332,0.007669608545463087,0.003209261523438031,True
L,192,0.01,0.03,1.5,48h,L|192-0.01-0.03-1.5|48h,1165,29.890042761148443,1165,0.016474233344277785,0.007267496652925102,True
L,192,0.01,0.03,1.5,96h,L|192-0.01-0.03-1.5|96h,1021,26.195479535736105,1019,0.015445446683548981,0.012160823850282613,True
L,192,0.01,0.03,2.0,24h,L|192-0.01-0.03-2.0|24h,1250,32.070861331704336,1250,0.007698813630911265,0.0033335350423018676,True
L,192,0.01,0.03,2.0,48h,L|192-0.01-0.03-2.0|48h,1107,28.401954795357362,1107,0.01651507034330796,0.007661090990111115,True
L,192,0.01,0.03,2.0,96h,L|192-0.01-0.03-2.0|96h,970,24.886988393402568,968,0.015171387351647652,0.012371478082649235,True
L,192,0.01,0.03,3.0,24h,L|192-0.01-0.03-3.0|24h,1054,27.0421502748931,1054,0.009835494302351191,0.00376951004556722,True
L,192,0.01,0.03,3.0,48h,L|192-0.01-0.03-3.0|48h,957,24.55345143555284,957,0.01869194259720449,0.008061785156212241,True
L,192,0.01,0.03,3.0,96h,L|192-0.01-0.03-3.0|96h,851,21.833842394624313,849,0.016887422473886807,0.012843996014954114,True
L,192,0.01,0.04,1.5,24h,L|192-0.01-0.04-1.5|24h,1369,35.12400733048259,1369,0.007994722910009978,0.0032972839229266754,True
L,192,0.01,0.04,1.5,48h,L|192-0.01-0.04-1.5|48h,1190,30.53145998778253,1190,0.016335427800504034,0.007221918668927668,True
L,192,0.01,0.04,1.5,96h,L|192-0.01-0.04-1.5|96h,1042,26.734270006108737,1040,0.014880562772673711,0.01201062943672512,True
L,192,0.01,0.04,2.0,24h,L|192-0.01-0.04-2.0|24h,1289,33.071472205253514,1289,0.008212630922441112,0.003383227106509745,True
L,192,0.01,0.04,2.0,48h,L|192-0.01-0.04-2.0|48h,1131,29.017715332926084,1131,0.016659049766494464,0.007630150255757697,True
L,192,0.01,0.04,2.0,96h,L|192-0.01-0.04-2.0|96h,990,25.400122174709836,988,0.015362953724793649,0.012252691392398565,True
L,192,0.01,0.04,3.0,24h,L|192-0.01-0.04-3.0|24h,1096,28.119731215638364,1096,0.010409539432024207,0.003683530136119667,True
L,192,0.01,0.04,3.0,48h,L|192-0.01-0.04-3.0|48h,989,25.37446548564447,989,0.018194341744953726,0.00798253268631882,True
L,192,0.01,0.04,3.0,96h,L|192-0.01-0.04-3.0|96h,879,22.552229688454492,877,0.01663326936772628,0.012558268345115134,True
L,192,0.01,0.06,1.5,24h,L|192-0.01-0.06-1.5|24h,1394,35.76542455711668,1394,0.007654011019326631,0.0031449001299917517,True
L,192,0.01,0.06,1.5,48h,L|192-0.01-0.06-1.5|48h,1212,31.095907147220526,1212,0.01487438098917171,0.0073268301029333705,True
L,192,0.01,0.06,1.5,96h,L|192-0.01-0.06-1.5|96h,1055,27.06780696395846,1052,0.014985855216943124,0.011926954989712036,True
L,192,0.01,0.06,2.0,24h,L|192-0.01-0.06-2.0|24h,1315,33.73854612095296,1315,0.007935549268506998,0.0032610844297889146,True
L,192,0.01,0.06,2.0,48h,L|192-0.01-0.06-2.0|48h,1155,29.63347587049481,1155,0.014957589724788703,0.007768954578482616,True
L,192,0.01,0.06,2.0,96h,L|192-0.01-0.06-2.0|96h,1004,25.759315821624924,1001,0.015408557798470847,0.012223818720737991,True
L,192,0.01,0.06,3.0,24h,L|192-0.01-0.06-3.0|24h,1124,28.83811850946854,1124,0.010239843503035296,0.003449871939113103,True
L,192,0.01,0.06,3.0,48h,L|192-0.01-0.06-3.0|48h,1016,26.067196090409286,1016,0.01674169504553942,0.008134861005263831,True
L,192,0.01,0.06,3.0,96h,L|192-0.01-0.06-3.0|96h,895,22.962736713500306,892,0.017652516330581892,0.012638067346313689,True
L,192,0.02,0.03,1.5,24h,L|192-0.02-0.03-1.5|24h,344,8.825901038485034,344,0.01054639801389347,0.005911703334043632,True
L,192,0.02,0.03,1.5,48h,L|192-0.02-0.03-1.5|48h,326,8.364080635308492,326,0.018725942043506635,0.01217382785037041,True
L,192,0.02,0.03,1.5,96h,L|192-0.02-0.03-1.5|96h,312,8.004886988393404,312,0.016015223943120892,0.01577688147236221,True
L,192,0.02,0.03,2.0,24h,L|192-0.02-0.03-2.0|24h,334,8.5693341478314,334,0.007959556554663502,0.00570429803516489,True
L,192,0.02,0.03,2.0,48h,L|192-0.02-0.03-2.0|48h,316,8.107513744654856,316,0.01590020825418247,0.012219394425329376,True
L,192,0.02,0.03,2.0,96h,L|192-0.02-0.03-2.0|96h,302,7.748320097739768,302,0.012977512504499251,0.015425506265804046,True
L,192,0.02,0.03,3.0,24h,L|192-0.02-0.03-3.0|24h,290,7.440439828955406,290,0.006383539656221314,0.006051386893143695,True
L,192,0.02,0.03,3.0,48h,L|192-0.02-0.03-3.0|48h,277,7.106902871105682,277,0.015457584359237223,0.012278233296045814,True
L,192,0.02,0.03,3.0,96h,L|192-0.02-0.03-3.0|96h,267,6.850335980452047,267,0.007582977440994565,0.014594587780485587,True
L,192,0.02,0.04,1.5,24h,L|192-0.02-0.04-1.5|24h,432,11.08368967623702,432,0.013783628475805,0.005473478092115067,True
L,192,0.02,0.04,1.5,48h,L|192-0.02-0.04-1.5|48h,401,10.288332315210752,401,0.01930919842920719,0.010627997481531693,True
L,192,0.02,0.04,1.5,96h,L|192-0.02-0.04-1.5|96h,378,9.698228466707391,378,0.019798317134203755,0.014408053974607447,True
L,192,0.02,0.04,2.0,24h,L|192-0.02-0.04-2.0|24h,421,10.801466096518022,421,0.012415678255860445,0.005342829217101065,True
L,192,0.02,0.04,2.0,48h,L|192-0.02-0.04-2.0|48h,392,10.057422113622481,392,0.01699539916597326,0.010692906160112195,True
L,192,0.02,0.04,2.0,96h,L|192-0.02-0.04-2.0|96h,370,9.492974954184485,370,0.0172976954355147,0.014129327103121718,True
L,192,0.02,0.04,3.0,24h,L|192-0.02-0.04-3.0|24h,373,9.569945021380574,373,0.012238883355169173,0.005555367088866935,True
L,192,0.02,0.04,3.0,48h,L|192-0.02-0.04-3.0|48h,351,9.005497861942578,351,0.018413335480941817,0.01087194377964355,True
L,192,0.02,0.04,3.0,96h,L|192-0.02-0.04-3.0|96h,334,8.5693341478314,334,0.016202055311084755,0.014155209188543122,True
L,192,0.02,0.06,1.5,24h,L|192-0.02-0.06-1.5|24h,486,12.469150885766647,486,0.01145950303826239,0.00566337855806097,True
L,192,0.02,0.06,1.5,48h,L|192-0.02-0.06-1.5|48h,451,11.571166768478925,451,0.012778950847432299,0.012513528722590506,True
L,192,0.02,0.06,1.5,96h,L|192-0.02-0.06-1.5|96h,421,10.801466096518022,420,0.01761998489161047,0.014751329737211258,True
L,192,0.02,0.06,2.0,24h,L|192-0.02-0.06-2.0|24h,477,12.238240684178376,477,0.009881580599988862,0.005528884540325563,True
L,192,0.02,0.06,2.0,48h,L|192-0.02-0.06-2.0|48h,445,11.417226634086745,445,0.011912429916238053,0.012696602902933294,True
L,192,0.02,0.06,2.0,96h,L|192-0.02-0.06-2.0|96h,415,10.64752596212584,414,0.016318665342828886,0.014649196539592511,True
L,192,0.02,0.06,3.0,24h,L|192-0.02-0.06-3.0|24h,429,11.006719609040928,429,0.01023031866517859,0.005749564186571229,True
L,192,0.02,0.06,3.0,48h,L|192-0.02-0.06-3.0|48h,406,10.416615760537569,406,0.01257693562012883,0.012894299801702187,True
L,192,0.02,0.06,3.0,96h,L|192-0.02-0.06-3.0|96h,383,9.82651191203421,382,0.014736273406283697,0.01439684267198194,True
D,48,0.005,0.03,1.5,24h,D|48-0.005-0.03-1.5|24h,6525,167.40989615149664,6525,0.0026986189353554032,0.0026293871117260372,True
D,48,0.005,0.03,1.5,48h,D|48-0.005-0.03-1.5|48h,5300,135.9804520464264,5300,0.0027563856175114457,0.006296868262527791,True
D,48,0.005,0.03,1.5,96h,D|48-0.005-0.03-1.5|96h,4086,104.83323152107515,4068,4.865607897849366e-05,0.01262653770881309,True
D,48,0.005,0.03,2.0,24h,D|48-0.005-0.03-2.0|24h,5908,151.57971899816738,5908,0.002320437739716679,0.002577074003663121,True
D,48,0.005,0.03,2.0,48h,D|48-0.005-0.03-2.0|48h,4899,125.69211973121564,4899,0.002772508479009972,0.006234780436016595,True
D,48,0.005,0.03,2.0,96h,D|48-0.005-0.03-2.0|96h,3810,97.75198533903482,3794,0.0006288391634280197,0.012828691939242697,True
D,48,0.005,0.03,3.0,24h,D|48-0.005-0.03-3.0|24h,4847,124.35797189981675,4847,0.002350326255574484,0.0026235250264244076,True
D,48,0.005,0.03,3.0,48h,D|48-0.005-0.03-3.0|48h,4144,106.32131948686623,4144,0.003687410492277592,0.006313103495948207,True
D,48,0.005,0.03,3.0,96h,D|48-0.005-0.03-3.0|96h,3337,85.6163714111179,3324,0.0017673393547512582,0.013549701119883083,True
D,48,0.005,0.04,1.5,24h,D|48-0.005-0.04-1.5|24h,6639,170.3347587049481,6639,0.0021974713159721073,0.0025598073198290147,True
D,48,0.005,0.04,1.5,48h,D|48-0.005-0.04-1.5|48h,5369,137.75076359193648,5369,0.0024498493036339136,0.00617246755367266,True
D,48,0.005,0.04,1.5,96h,D|48-0.005-0.04-1.5|96h,4124,105.80818570555896,4106,0.0004034328383977819,0.012550703271121018,True
D,48,0.005,0.04,2.0,24h,D|48-0.005-0.04-2.0|24h,6036,154.86377519853392,6036,0.001986650699684108,0.002531403261102642,True
D,48,0.005,0.04,2.0,48h,D|48-0.005-0.04-2.0|48h,4990,128.0268784361637,4990,0.002431620302049314,0.006156117775776994,True
D,48,0.005,0.04,2.0,96h,D|48-0.005-0.04-2.0|96h,3860,99.034819792303,3844,0.0010295254947875426,0.012763509587427226,True
D,48,0.005,0.04,3.0,24h,D|48-0.005-0.04-3.0|24h,4994,128.12950519242517,4994,0.0016363192773825386,0.0025706195942913146,True
D,48,0.005,0.04,3.0,48h,D|48-0.005-0.04-3.0|48h,4251,109.06658521686012,4251,0.0028944564646163928,0.006216744520377004,True
D,48,0.005,0.04,3.0,96h,D|48-0.005-0.04-3.0|96h,3402,87.28405620036652,3389,0.0017063196604625412,0.013292520170145336,True
D,48,0.005,0.06,1.5,24h,D|48-0.005-0.06-1.5|24h,6739,172.90042761148442,6739,0.002246308543573167,0.0024431657352667157,True
D,48,0.005,0.06,1.5,48h,D|48-0.005-0.06-1.5|48h,5437,139.4954184483812,5437,0.00195428653766658,0.0060688438812081455,True
D,48,0.005,0.06,1.5,96h,D|48-0.005-0.06-1.5|96h,4167,106.91142333536958,4149,-8.824723377370886e-05,0.012377185841711531,True
D,48,0.005,0.06,2.0,24h,D|48-0.005-0.06-2.0|24h,6139,157.50641417226635,6139,0.0021269213395837703,0.0024511258460309174,True
D,48,0.005,0.06,2.0,48h,D|48-0.005-0.06-2.0|48h,5064,129.9254734270006,5064,0.0019984780809171316,0.006083931414303343,True
D,48,0.005,0.06,2.0,96h,D|48-0.005-0.06-2.0|96h,3914,100.42028100183262,3898,0.0005169721568342748,0.01257505170810695,True
D,48,0.005,0.06,3.0,24h,D|48-0.005-0.06-3.0|24h,5109,131.08002443494198,5109,0.0015077479503088583,0.0024534497380583947,True
D,48,0.005,0.06,3.0,48h,D|48-0.005-0.06-3.0|48h,4342,111.40134392180819,4342,0.0018858653087108377,0.0060473522471450524,True
D,48,0.005,0.06,3.0,96h,D|48-0.005-0.06-3.0|96h,3467,88.95174098961516,3454,0.0010807746751736107,0.01310096646697348,True
D,48,0.01,0.03,1.5,24h,D|48-0.01-0.03-1.5|24h,3775,96.8540012217471,3775,0.0029673929977769653,0.0029493764506714672,True
D,48,0.01,0.03,1.5,48h,D|48-0.01-0.03-1.5|48h,3294,84.51313378130727,3294,0.003290191736672757,0.0069454295949716895,True
D,48,0.01,0.03,1.5,96h,D|48-0.01-0.03-1.5|96h,2715,69.65791081246182,2708,0.002680692331580596,0.013989147628388375,True
D,48,0.01,0.03,2.0,24h,D|48-0.01-0.03-2.0|24h,3397,87.1557727550397,3397,0.0023404755175724444,0.003150556350339196,True
D,48,0.01,0.03,2.0,48h,D|48-0.01-0.03-2.0|48h,3006,77.1240073304826,3006,0.0024132557396476704,0.006791284091025294,True
D,48,0.01,0.03,2.0,96h,D|48-0.01-0.03-2.0|96h,2510,64.39828955406232,2503,0.003016818327293146,0.014379036009064598,True
D,48,0.01,0.03,3.0,24h,D|48-0.01-0.03-3.0|24h,2776,71.22296884544899,2776,0.002647180348148691,0.0035146322623342543,True
D,48,0.01,0.03,3.0,48h,D|48-0.01-0.03-3.0|48h,2496,64.03909590714723,2496,0.003682507137411958,0.007322343691723818,True
D,48,0.01,0.03,3.0,96h,D|48-0.01-0.03-3.0|96h,2133,54.72571777642028,2127,0.003523934710311771,0.014593695418955712,True
D,48,0.01,0.04,1.5,24h,D|48-0.01-0.04-1.5|24h,3955,101.47220525351253,3955,0.001974135483398956,0.0028033955249639826,True
D,48,0.01,0.04,1.5,48h,D|48-0.01-0.04-1.5|48h,3429,87.97678680513134,3429,0.001990825930634188,0.006748964936784429,True
D,48,0.01,0.04,1.5,96h,D|48-0.01-0.04-1.5|96h,2797,71.76175931582164,2790,0.0025487379594389607,0.013679307980778918,True
D,48,0.01,0.04,2.0,24h,D|48-0.01-0.04-2.0|24h,3582,91.90226023213195,3582,0.001900266644651128,0.0029885365806669338,True
D,48,0.01,0.04,2.0,48h,D|48-0.01-0.04-2.0|48h,3153,80.89554062309102,3153,0.00124183687280941,0.0065973376643336246,True
D,48,0.01,0.04,2.0,96h,D|48-0.01-0.04-2.0|96h,2599,66.68173488087966,2592,0.003432495147035313,0.014090841137519107,True
D,48,0.01,0.04,3.0,24h,D|48-0.01-0.04-3.0|24h,2975,76.32864996945632,2975,0.0013864150695009274,0.0033903201020870854,True
D,48,0.01,0.04,3.0,48h,D|48-0.01-0.04-3.0|48h,2659,68.22113622480147,2659,0.0018360882198551272,0.007042552771308676,True
D,48,0.01,0.04,3.0,96h,D|48-0.01-0.04-3.0|96h,2245,57.599266951740994,2239,0.0031518526522459197,0.014059047751823088,True
D,48,0.01,0.06,1.5,24h,D|48-0.01-0.06-1.5|24h,4092,104.98717165546732,4092,0.001856251034026336,0.002616922739507845,True
D,48,0.01,0.06,1.5,48h,D|48-0.01-0.06-1.5|48h,3534,90.6707391569945,3534,0.000866651467593018,0.006657512760891193,True
D,48,0.01,0.06,1.5,96h,D|48-0.01-0.06-1.5|96h,2874,73.73732437385462,2867,0.0008079679914256601,0.013622136478337456,True
D,48,0.01,0.06,2.0,24h,D|48-0.01-0.06-2.0|24h,3726,95.59682345754429,3726,0.0015568766056780893,0.0028007308106215907,True
D,48,0.01,0.06,2.0,48h,D|48-0.01-0.06-2.0|48h,3263,83.71777642028101,3263,0.00010726404793850995,0.006592553880461137,True
D,48,0.01,0.06,2.0,96h,D|48-0.01-0.06-2.0|96h,2686,68.91386682956629,2679,0.0017081980227881322,0.013981914993921927,True
D,48,0.01,0.06,3.0,24h,D|48-0.01-0.06-3.0|24h,3123,80.12583995113012,3123,0.0007813757623990268,0.003115025578113771,True
D,48,0.01,0.06,3.0,48h,D|48-0.01-0.06-3.0|48h,2785,71.45387904703726,2785,0.00014803244190894117,0.007046658724881821,True
D,48,0.01,0.06,3.0,96h,D|48-0.01-0.06-3.0|96h,2346,60.1905925473427,2340,0.0008491025795723701,0.013791474762928985,True
D,48,0.02,0.03,1.5,24h,D|48-0.02-0.03-1.5|24h,1032,26.477703115455103,1032,0.0016292893930137187,0.004506558490968464,True
D,48,0.02,0.03,1.5,48h,D|48-0.02-0.03-1.5|48h,975,25.015271838729383,975,-0.00015241301368464706,0.009746929968681447,True
D,48,0.02,0.03,1.5,96h,D|48-0.02-0.03-1.5|96h,889,22.808796579108126,887,-0.00040623045165971537,0.015819491464503076,True
D,48,0.02,0.03,2.0,24h,D|48-0.02-0.03-2.0|24h,947,24.296884544899207,947,0.0011747163252268718,0.0051069809485345214,True
D,48,0.02,0.03,2.0,48h,D|48-0.02-0.03-2.0|48h,908,23.296273671350033,908,-0.001576074755082955,0.010022552750428093,True
D,48,0.02,0.03,2.0,96h,D|48-0.02-0.03-2.0|96h,831,21.320708613317045,829,-0.004282809348336221,0.015979009007320705,True
D,48,0.02,0.03,3.0,24h,D|48-0.02-0.03-3.0|24h,787,20.191814294441052,787,0.0016562064143430869,0.005523646635188898,True
D,48,0.02,0.03,3.0,48h,D|48-0.02-0.03-3.0|48h,759,19.473427000610876,759,-0.0030592408390891575,0.010649902409301502,True
D,48,0.02,0.03,3.0,96h,D|48-0.02-0.03-3.0|96h,703,18.03665241295052,701,-0.008561716424328692,0.016805154969478642,True
D,48,0.02,0.04,1.5,24h,D|48-0.02-0.04-1.5|24h,1394,35.76542455711668,1394,-0.0013363608977878688,0.004449326965152207,True
D,48,0.02,0.04,1.5,48h,D|48-0.02-0.04-1.5|48h,1300,33.353695784972516,1300,-0.004542289031320317,0.008867782708240766,True
D,48,0.02,0.04,1.5,96h,D|48-0.02-0.04-1.5|96h,1151,29.530849114233355,1149,-0.00314106974353818,0.014261359123235548,True
D,48,0.02,0.04,2.0,24h,D|48-0.02-0.04-2.0|24h,1294,33.19975565058033,1294,-0.0014869497588559796,0.00473798709847272,True
D,48,0.02,0.04,2.0,48h,D|48-0.02-0.04-2.0|48h,1220,31.301160659743434,1220,-0.00544149723456568,0.008731888304353392,True
D,48,0.02,0.04,2.0,96h,D|48-0.02-0.04-2.0|96h,1087,27.888821014050095,1085,-0.004276795196703687,0.014895346523737274,True
D,48,0.02,0.04,3.0,24h,D|48-0.02-0.04-3.0|24h,1110,28.478924862553452,1110,-0.0012372896682974063,0.005286794085025542,True
D,48,0.02,0.04,3.0,48h,D|48-0.02-0.04-3.0|48h,1051,26.965180207697006,1051,-0.005207509480679555,0.009204642688947853,True
D,48,0.02,0.04,3.0,96h,D|48-0.02-0.04-3.0|96h,954,24.47648136835675,952,-0.007254298969234186,0.015329160120459942,True
D,48,0.02,0.06,1.5,24h,D|48-0.02-0.06-1.5|24h,1616,41.46120952962737,1616,-0.002671565560354429,0.003789323310884788,True
D,48,0.02,0.06,1.5,48h,D|48-0.02-0.06-1.5|48h,1490,38.22846670739157,1490,-0.007783113530089091,0.008423848465017224,True
D,48,0.02,0.06,1.5,96h,D|48-0.02-0.06-1.5|96h,1305,33.48197923029933,1303,-0.006103059329146902,0.01347004221223162,True
D,48,0.02,0.06,2.0,24h,D|48-0.02-0.06-2.0|24h,1516,38.89554062309102,1516,-0.003405560603991962,0.0038582565756917816,True
D,48,0.02,0.06,2.0,48h,D|48-0.02-0.06-2.0|48h,1410,36.17593158216249,1410,-0.009230144351090664,0.00825577337250771,True
D,48,0.02,0.06,2.0,96h,D|48-0.02-0.06-2.0|96h,1247,31.99389126450825,1245,-0.00898413071842983,0.013782440112571012,True
D,48,0.02,0.06,3.0,24h,D|48-0.02-0.06-3.0|24h,1325,33.9951130116066,1325,-0.004309238305485648,0.0040469460066836545,True
D,48,0.02,0.06,3.0,48h,D|48-0.02-0.06-3.0|48h,1239,31.78863775198534,1239,-0.009652129003797465,0.008623935837547106,True
D,48,0.02,0.06,3.0,96h,D|48-0.02-0.06-3.0|96h,1117,28.658521686010996,1115,-0.012775699323315251,0.013945222684065494,True
D,96,0.005,0.03,1.5,24h,D|96-0.005-0.03-1.5|24h,5396,138.4434941967013,5396,0.003655407265112604,0.003043435990799557,True
D,96,0.005,0.03,1.5,48h,D|96-0.005-0.03-1.5|48h,4560,116.99450213805743,4560,0.002105734491443392,0.006271427348062396,True
D,96,0.005,0.03,1.5,96h,D|96-0.005-0.03-1.5|96h,3600,92.3640806353085,3589,0.00284775002379465,0.013346785201883888,True
D,96,0.005,0.03,2.0,24h,D|96-0.005-0.03-2.0|24h,4943,126.82101405009163,4943,0.003134843115699856,0.0031052292597855634,True
D,96,0.005,0.03,2.0,48h,D|96-0.005-0.03-2.0|48h,4225,108.39951130116066,4225,0.002029951162791865,0.0064727542810486816,True
D,96,0.005,0.03,2.0,96h,D|96-0.005-0.03-2.0|96h,3371,86.48869883934026,3361,0.0030720133737067775,0.013565989021050122,True
D,96,0.005,0.03,3.0,24h,D|96-0.005-0.03-3.0|24h,4072,104.47403787416005,4072,0.003226320628418044,0.0032786363142581986,True
D,96,0.005,0.03,3.0,48h,D|96-0.005-0.03-3.0|48h,3566,91.49175320708613,3566,0.0037747302632122936,0.006691557550716455,True
D,96,0.005,0.03,3.0,96h,D|96-0.005-0.03-3.0|96h,2935,75.30238240684179,2927,0.004791067105934956,0.01434055072488722,True
D,96,0.005,0.04,1.5,24h,D|96-0.005-0.04-1.5|24h,5491,140.8808796579108,5491,0.0034617457563074195,0.0028765938105787064,True
D,96,0.005,0.04,1.5,48h,D|96-0.005-0.04-1.5|48h,4627,118.71350030543678,4627,0.0020654388253197537,0.006152486308882646,True
D,96,0.005,0.04,1.5,96h,D|96-0.005-0.04-1.5|96h,3645,93.51863164324985,3634,0.0027161930935313116,0.013138807675317688,True
D,96,0.005,0.04,2.0,24h,D|96-0.005-0.04-2.0|24h,5052,129.61759315821627,5052,0.002994574290438606,0.002934075568130635,True
D,96,0.005,0.04,2.0,48h,D|96-0.005-0.04-2.0|48h,4308,110.52901649358583,4308,0.0018667528891844136,0.0063588923131527525,True
D,96,0.005,0.04,2.0,96h,D|96-0.005-0.04-2.0|96h,3424,87.84850335980452,3414,0.0028117682034092093,0.013323143074074026,True
D,96,0.005,0.04,3.0,24h,D|96-0.005-0.04-3.0|24h,4199,107.73243738546121,4199,0.0027753687476187723,0.003072316949205906,True
D,96,0.005,0.04,3.0,48h,D|96-0.005-0.04-3.0|48h,3664,94.00610873549175,3664,0.0031891423492445446,0.0066256097349033476,True
D,96,0.005,0.04,3.0,96h,D|96-0.005-0.04-3.0|96h,3002,77.02138057422114,2994,0.00415456229341065,0.013871168673334724,True
D,96,0.005,0.06,1.5,24h,D|96-0.005-0.06-1.5|24h,5573,142.98472816127062,5573,0.00310520451055161,0.0028192901932757677,True
D,96,0.005,0.06,1.5,48h,D|96-0.005-0.06-1.5|48h,4688,120.27855833842395,4688,0.0015121208144128853,0.006172965810401396,True
D,96,0.005,0.06,1.5,96h,D|96-0.005-0.06-1.5|96h,3691,94.69883934025657,3680,0.00188157602892558,0.01294505033842838,True
D,96,0.005,0.06,2.0,24h,D|96-0.005-0.06-2.0|24h,5139,131.84972510690287,5139,0.002698208359308764,0.002898959003214665,True
D,96,0.005,0.06,2.0,48h,D|96-0.005-0.06-2.0|48h,4376,112.27367135003055,4376,0.0012476171697058582,0.0063834061891464644,True
D,96,0.005,0.06,2.0,96h,D|96-0.005-0.06-2.0|96h,3478,89.23396456933415,3468,0.0018930272552672384,0.013113105303093673,True
D,96,0.005,0.06,3.0,24h,D|96-0.005-0.06-3.0|24h,4298,110.2724496029322,4298,0.002275380575823554,0.002959584637019441,True
D,96,0.005,0.06,3.0,48h,D|96-0.005-0.06-3.0|48h,3748,96.16127061698229,3748,0.0019895132605650683,0.00651941672872006,True
D,96,0.005,0.06,3.0,96h,D|96-0.005-0.06-3.0|96h,3068,78.71472205253512,3060,0.002684897983947882,0.013589453456098318,True
D,96,0.01,0.03,1.5,24h,D|96-0.01-0.03-1.5|24h,3150,80.81857055589494,3150,0.0035450243711102293,0.0037415504806724703,True
D,96,0.01,0.03,1.5,48h,D|96-0.01-0.03-1.5|48h,2821,72.37751985339035,2821,0.00203290192239027,0.007711141077066524,True
D,96,0.01,0.03,1.5,96h,D|96-0.01-0.03-1.5|96h,2375,60.934636530238244,2371,0.004761900765199933,0.014824502387136682,True
D,96,0.01,0.03,2.0,24h,D|96-0.01-0.03-2.0|24h,2862,73.42944410507026,2862,0.0026309002496532046,0.003890052499187806,True
D,96,0.01,0.03,2.0,48h,D|96-0.01-0.03-2.0|48h,2587,66.3738546120953,2587,0.0018128349523110709,0.007655322236054843,True
D,96,0.01,0.03,2.0,96h,D|96-0.01-0.03-2.0|96h,2196,56.342089187538186,2192,0.006204191113526709,0.015123417074420161,True
D,96,0.01,0.03,3.0,24h,D|96-0.01-0.03-3.0|24h,2348,60.24190592547343,2348,0.0030606313377637057,0.004281600401048523,True
D,96,0.01,0.03,3.0,48h,D|96-0.01-0.03-3.0|48h,2149,55.1362248014661,2149,0.00302684279651651,0.0082366727108823,True
D,96,0.01,0.03,3.0,96h,D|96-0.01-0.03-3.0|96h,1865,47.84972510690287,1862,0.006606522624658894,0.015584378259588404,True
D,96,0.01,0.04,1.5,24h,D|96-0.01-0.04-1.5|24h,3299,84.64141722663409,3299,0.003082725019213142,0.0033986036555462046,True
D,96,0.01,0.04,1.5,48h,D|96-0.01-0.04-1.5|48h,2941,75.45632254123397,2941,0.0011855498715242596,0.007381545253149753,True
D,96,0.01,0.04,1.5,96h,D|96-0.01-0.04-1.5|96h,2464,63.218081857055594,2460,0.004273990198946953,0.014339162324579074,True
D,96,0.01,0.04,2.0,24h,D|96-0.01-0.04-2.0|24h,3019,77.45754428833231,3019,0.0023950348241197923,0.00356716342941313,True
D,96,0.01,0.04,2.0,48h,D|96-0.01-0.04-2.0|48h,2716,69.6835675015272,2716,0.0009517120709922712,0.007433369063454955,True
D,96,0.01,0.04,2.0,96h,D|96-0.01-0.04-2.0|96h,2285,58.62553451435553,2281,0.0056805397296551055,0.0146002648787161,True
D,96,0.01,0.04,3.0,24h,D|96-0.01-0.04-3.0|24h,2513,64.4752596212584,2513,0.002183370893584012,0.0040092000416175454,True
D,96,0.01,0.04,3.0,48h,D|96-0.01-0.04-3.0|48h,2289,58.72816127061699,2289,0.0011394118878410027,0.008025186845827606,True
D,96,0.01,0.04,3.0,96h,D|96-0.01-0.04-3.0|96h,1966,50.44105070250458,1963,0.004824661509912328,0.014923964470897107,True
D,96,0.01,0.06,1.5,24h,D|96-0.01-0.06-1.5|24h,3412,87.54062309102017,3412,0.0022235972477082427,0.003325990026906865,True
D,96,0.01,0.06,1.5,48h,D|96-0.01-0.06-1.5|48h,3036,77.8937080024435,3036,-0.00026445789959182275,0.0074183064425317425,True
D,96,0.01,0.06,1.5,96h,D|96-0.01-0.06-1.5|96h,2537,65.09102015882712,2533,0.001940273388522995,0.01420745586636187,True
D,96,0.01,0.06,2.0,24h,D|96-0.01-0.06-2.0|24h,3137,80.4850335980452,3137,0.0012917668106050611,0.003482957235808151,True
D,96,0.01,0.06,2.0,48h,D|96-0.01-0.06-2.0|48h,2817,72.2748930971289,2817,-0.0006881146941493855,0.007469310684790275,True
D,96,0.01,0.06,2.0,96h,D|96-0.01-0.06-2.0|96h,2362,60.60109957238852,2358,0.0033271783021785483,0.014429123563615883,True
D,96,0.01,0.06,3.0,24h,D|96-0.01-0.06-3.0|24h,2639,67.7080024434942,2639,0.000880238585838883,0.003698520245465898,True
D,96,0.01,0.06,3.0,48h,D|96-0.01-0.06-3.0|48h,2401,61.60171044593769,2401,-0.0010103132266677025,0.007955785655379062,True
D,96,0.01,0.06,3.0,96h,D|96-0.01-0.06-3.0|96h,2055,52.724496029321934,2052,0.0018378845886549058,0.014500248703029829,True
D,96,0.02,0.03,1.5,24h,D|96-0.02-0.03-1.5|24h,847,21.73121563836286,847,0.003095260555056543,0.005707378987281536,True
